# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 42K of event 'cycles'
# Event count (approx.): 8473004961970
#
# Children      Self  Command          Shared Object               Symbol                                  
# ........  ........  ...............  ..........................  ........................................
#
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] release_pages
     0.00%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] __zone_watermark_ok
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] account_system_index_time
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] psi_task_change
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] xa_load
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] xa_load
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] sched_slice
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] psi_memstall_enter
     0.00%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] __radix_tree_lookup
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] step_into
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] walk_component
     0.00%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  kworker/78:2-ev  [kernel.vmlinux]            [k] collect_percpu_times
     0.00%     0.00%  kworker/78:2-ev  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/78:2-ev  [kernel.vmlinux]            [k] process_one_work
     0.00%     0.00%  kworker/78:2-ev  [kernel.vmlinux]            [k] psi_avgs_work
     0.00%     0.00%  kworker/78:2-ev  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/78:2-ev  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] perf_output_copy
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __perf_event__output_id_sample
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] internal_add_timer
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] down_read
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] bio_associate_blkg
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] __read_end_io
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] kfree
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] radix_tree_lookup
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] do_shrink_slab
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] native_sched_clock
     0.00%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] perf_swevent_stop
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] xas_start
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] __mod_zone_page_state
     0.00%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] perf_event_task_tick
     0.00%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] page_cache_sync_ra
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] up_read
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] init_timer_key
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] wake_all_kswapds
     0.00%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] can_demote
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] __cond_resched
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] current_time
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] native_load_tls
     0.00%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] get_mem_cgroup_from_mm
     0.00%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] selinux_file_permission
     0.00%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] get_page_from_freelist
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] __rmqueue_pcplist
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] current_time
     0.00%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.00%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.00%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] xas_start
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] _raw_read_lock
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] submit_bio_checks
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] __calc_delta
     0.00%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] map_id_range_down
     0.00%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] down_read_trylock
     0.00%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] shrink_slab
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] xa_load
     0.00%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] __mod_memcg_state
     0.00%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] mempool_alloc
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] alloc_pages
     0.00%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] task_tick_fair
     0.00%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] scheduler_tick
     0.00%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] up_read
     0.00%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] psi_memstall_leave
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] ext4_inode_block_valid
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] __check_block_validity.constprop.0
     0.00%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] bio_alloc_bioset
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] blk_throtl_bio
     0.00%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] finish_task_switch
     0.00%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] rcu_read_unlock_strict
     0.00%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] force_page_cache_ra
     0.00%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] rcu_all_qs
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] bio_uninit
     0.00%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] arch_local_save_flags
     0.00%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] init_dl_inactive_task_timer
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] bio_associate_blkg
